user	dep
Poincare.D12.ParabolicLocal.DuhamelSetup.extendToInterval.congr_simp	Poincare.D12.ParabolicLocal.DuhamelSetup.SolutionSpace
Poincare.D12.ParabolicLocal.DuhamelSetup.extendToInterval.congr_simp	Poincare.D12.ParabolicLocal.DuhamelSetup.extendToInterval
Poincare.D12.ParabolicLocal.DuhamelSetup.extendToInterval_apply	Poincare.D12.ParabolicLocal.DuhamelSetup.SolutionSpace
Poincare.D12.ParabolicLocal.DuhamelSetup.extendToInterval_apply	Poincare.D12.ParabolicLocal.DuhamelSetup.clamp
Poincare.D12.ParabolicLocal.DuhamelSetup.extendToInterval_apply	Poincare.D12.ParabolicLocal.DuhamelSetup.clamp_mem
Poincare.D12.ParabolicLocal.DuhamelSetup.extendToInterval_apply	Poincare.D12.ParabolicLocal.DuhamelSetup.extendToInterval
Poincare.D12.ParabolicLocal.DuhamelSetup.extendToInterval_eq_of_mem	Poincare.D12.ParabolicLocal.DuhamelSetup.SolutionSpace
Poincare.D12.ParabolicLocal.DuhamelSetup.extendToInterval_eq_of_mem	Poincare.D12.ParabolicLocal.DuhamelSetup.clamp
Poincare.D12.ParabolicLocal.DuhamelSetup.extendToInterval_eq_of_mem	Poincare.D12.ParabolicLocal.DuhamelSetup.clamp_eq_self
Poincare.D12.ParabolicLocal.DuhamelSetup.extendToInterval_eq_of_mem	Poincare.D12.ParabolicLocal.DuhamelSetup.clamp_mem
Poincare.D12.ParabolicLocal.DuhamelSetup.extendToInterval_eq_of_mem	Poincare.D12.ParabolicLocal.DuhamelSetup.extendToInterval
Poincare.D12.ParabolicLocal.DuhamelSetup.extendToInterval_eq_of_mem	Poincare.D12.ParabolicLocal.DuhamelSetup.extendToInterval_apply
Poincare.D12.ParabolicLocal.DuhamelSetup.extendToInterval_norm_le	Poincare.D12.ParabolicLocal.DuhamelSetup.SolutionSpace
Poincare.D12.ParabolicLocal.DuhamelSetup.extendToInterval_norm_le	Poincare.D12.ParabolicLocal.DuhamelSetup.clamp
Poincare.D12.ParabolicLocal.DuhamelSetup.extendToInterval_norm_le	Poincare.D12.ParabolicLocal.DuhamelSetup.clamp_mem
Poincare.D12.ParabolicLocal.DuhamelSetup.extendToInterval_norm_le	Poincare.D12.ParabolicLocal.DuhamelSetup.extendToInterval
Poincare.D12.ParabolicLocal.DuhamelSetup.extendToInterval_norm_le	Poincare.D12.ParabolicLocal.DuhamelSetup.extendToInterval_apply
Poincare.D12.ParabolicLocal.DuhamelSetup.hM	Poincare.D12.ParabolicLocal.DuhamelSetup
Poincare.D12.ParabolicLocal.DuhamelSetup.hM	Poincare.D12.ParabolicLocal.DuhamelSetup.M
Poincare.D12.ParabolicLocal.DuhamelSetup.mildSolution	Poincare.D12.ParabolicLocal.DuhamelSetup
Poincare.D12.ParabolicLocal.DuhamelSetup.mildSolution	Poincare.D12.ParabolicLocal.DuhamelSetup.M
Poincare.D12.ParabolicLocal.DuhamelSetup.mildSolution	Poincare.D12.ParabolicLocal.DuhamelSetup.SolutionSpace
Poincare.D12.ParabolicLocal.DuhamelSetup.mildSolution	Poincare.D12.ParabolicLocal.DuhamelSetup.duhamelMap
Poincare.D12.ParabolicLocal.DuhamelSetup.mildSolution	Poincare.D12.ParabolicLocal.DuhamelSetup.existsUnique_mildSolution
Poincare.D12.ParabolicLocal.DuhamelSetup.mildSolution.congr_simp	Poincare.D12.ParabolicLocal.DuhamelSetup
Poincare.D12.ParabolicLocal.DuhamelSetup.mildSolution.congr_simp	Poincare.D12.ParabolicLocal.DuhamelSetup.M
Poincare.D12.ParabolicLocal.DuhamelSetup.mildSolution.congr_simp	Poincare.D12.ParabolicLocal.DuhamelSetup.SolutionSpace
Poincare.D12.ParabolicLocal.DuhamelSetup.mildSolution.congr_simp	Poincare.D12.ParabolicLocal.DuhamelSetup.mildSolution
Poincare.D12.ParabolicLocal.DuhamelSetup.mildSolution_continuous	Poincare.D12.ParabolicLocal.DuhamelSetup
Poincare.D12.ParabolicLocal.DuhamelSetup.mildSolution_continuous	Poincare.D12.ParabolicLocal.DuhamelSetup.M
Poincare.D12.ParabolicLocal.DuhamelSetup.mildSolution_continuous	Poincare.D12.ParabolicLocal.DuhamelSetup.SolutionSpace
Poincare.D12.ParabolicLocal.DuhamelSetup.mildSolution_continuous	Poincare.D12.ParabolicLocal.DuhamelSetup.mildSolution
Poincare.D12.ParabolicLocal.DuhamelSetup.mildSolution_duhamel_eq	Poincare.D12.ParabolicLocal.DuhamelSetup
Poincare.D12.ParabolicLocal.DuhamelSetup.mildSolution_duhamel_eq	Poincare.D12.ParabolicLocal.DuhamelSetup.F
Poincare.D12.ParabolicLocal.DuhamelSetup.mildSolution_duhamel_eq	Poincare.D12.ParabolicLocal.DuhamelSetup.M
Poincare.D12.ParabolicLocal.DuhamelSetup.mildSolution_duhamel_eq	Poincare.D12.ParabolicLocal.DuhamelSetup.S
Poincare.D12.ParabolicLocal.DuhamelSetup.mildSolution_duhamel_eq	Poincare.D12.ParabolicLocal.DuhamelSetup.SolutionSpace
Poincare.D12.ParabolicLocal.DuhamelSetup.mildSolution_duhamel_eq	Poincare.D12.ParabolicLocal.DuhamelSetup.duhamelMap
Poincare.D12.ParabolicLocal.DuhamelSetup.mildSolution_duhamel_eq	Poincare.D12.ParabolicLocal.DuhamelSetup.duhamelMap_apply
Poincare.D12.ParabolicLocal.DuhamelSetup.mildSolution_duhamel_eq	Poincare.D12.ParabolicLocal.DuhamelSetup.extendToInterval
Poincare.D12.ParabolicLocal.DuhamelSetup.mildSolution_duhamel_eq	Poincare.D12.ParabolicLocal.DuhamelSetup.mildSolution
Poincare.D12.ParabolicLocal.DuhamelSetup.mildSolution_duhamel_eq	Poincare.D12.ParabolicLocal.DuhamelSetup.mildSolution_isFixedPt
Poincare.D12.ParabolicLocal.DuhamelSetup.mildSolution_duhamel_eq	Poincare.D12.ParabolicLocal.DuhamelSetup.u₀
Poincare.D12.ParabolicLocal.DuhamelSetup.mildSolution_initial	Poincare.D12.ParabolicLocal.DuhamelSetup
Poincare.D12.ParabolicLocal.DuhamelSetup.mildSolution_initial	Poincare.D12.ParabolicLocal.DuhamelSetup.F
Poincare.D12.ParabolicLocal.DuhamelSetup.mildSolution_initial	Poincare.D12.ParabolicLocal.DuhamelSetup.M
Poincare.D12.ParabolicLocal.DuhamelSetup.mildSolution_initial	Poincare.D12.ParabolicLocal.DuhamelSetup.S
Poincare.D12.ParabolicLocal.DuhamelSetup.mildSolution_initial	Poincare.D12.ParabolicLocal.DuhamelSetup.SolutionSpace
Poincare.D12.ParabolicLocal.DuhamelSetup.mildSolution_initial	Poincare.D12.ParabolicLocal.DuhamelSetup.extendToInterval
Poincare.D12.ParabolicLocal.DuhamelSetup.mildSolution_initial	Poincare.D12.ParabolicLocal.DuhamelSetup.mildSolution
Poincare.D12.ParabolicLocal.DuhamelSetup.mildSolution_initial	Poincare.D12.ParabolicLocal.DuhamelSetup.mildSolution_duhamel_eq
Poincare.D12.ParabolicLocal.DuhamelSetup.mildSolution_initial	Poincare.D12.ParabolicLocal.DuhamelSetup.u₀
Poincare.D12.ParabolicLocal.DuhamelSetup.mildSolution_isFixedPt	Poincare.D12.ParabolicLocal.DuhamelSetup
Poincare.D12.ParabolicLocal.DuhamelSetup.mildSolution_isFixedPt	Poincare.D12.ParabolicLocal.DuhamelSetup.M
Poincare.D12.ParabolicLocal.DuhamelSetup.mildSolution_isFixedPt	Poincare.D12.ParabolicLocal.DuhamelSetup.SolutionSpace
Poincare.D12.ParabolicLocal.DuhamelSetup.mildSolution_isFixedPt	Poincare.D12.ParabolicLocal.DuhamelSetup.duhamelMap
Poincare.D12.ParabolicLocal.DuhamelSetup.mildSolution_isFixedPt	Poincare.D12.ParabolicLocal.DuhamelSetup.existsUnique_mildSolution
Poincare.D12.ParabolicLocal.DuhamelSetup.mildSolution_isFixedPt	Poincare.D12.ParabolicLocal.DuhamelSetup.mildSolution
Poincare.D12.ParabolicLocal.DuhamelSetup.mildSolution_unique	Poincare.D12.ParabolicLocal.DuhamelSetup
Poincare.D12.ParabolicLocal.DuhamelSetup.mildSolution_unique	Poincare.D12.ParabolicLocal.DuhamelSetup.M
Poincare.D12.ParabolicLocal.DuhamelSetup.mildSolution_unique	Poincare.D12.ParabolicLocal.DuhamelSetup.SolutionSpace
Poincare.D12.ParabolicLocal.DuhamelSetup.mildSolution_unique	Poincare.D12.ParabolicLocal.DuhamelSetup.duhamelMap
Poincare.D12.ParabolicLocal.DuhamelSetup.mildSolution_unique	Poincare.D12.ParabolicLocal.DuhamelSetup.existsUnique_mildSolution
Poincare.D12.ParabolicLocal.DuhamelSetup.mildSolution_unique	Poincare.D12.ParabolicLocal.DuhamelSetup.mildSolution
Poincare.D12.ParabolicLocal.DuhamelSetup.mk	Poincare.D12.ParabolicLocal.DuhamelSetup
Poincare.D12.ParabolicLocal.DuhamelSetup.mk._flat_ctor	Poincare.D12.ParabolicLocal.DuhamelSetup
Poincare.D12.ParabolicLocal.DuhamelSetup.mk._flat_ctor	Poincare.D12.ParabolicLocal.DuhamelSetup.mk
Poincare.D12.ParabolicLocal.DuhamelSetup.mk.congr_simp	Poincare.D12.ParabolicLocal.DuhamelSetup
Poincare.D12.ParabolicLocal.DuhamelSetup.mk.congr_simp	Poincare.D12.ParabolicLocal.DuhamelSetup.mk
Poincare.D12.ParabolicLocal.DuhamelSetup.mk.inj	Poincare.D12.ParabolicLocal.DuhamelSetup
Poincare.D12.ParabolicLocal.DuhamelSetup.mk.inj	Poincare.D12.ParabolicLocal.DuhamelSetup.mk
Poincare.D12.ParabolicLocal.DuhamelSetup.mk.inj	Poincare.D12.ParabolicLocal.DuhamelSetup.mk.noConfusion
Poincare.D12.ParabolicLocal.DuhamelSetup.mk.injEq	Poincare.D12.ParabolicLocal.DuhamelSetup
Poincare.D12.ParabolicLocal.DuhamelSetup.mk.injEq	Poincare.D12.ParabolicLocal.DuhamelSetup.mk
Poincare.D12.ParabolicLocal.DuhamelSetup.mk.injEq	Poincare.D12.ParabolicLocal.DuhamelSetup.mk.inj
Poincare.D12.ParabolicLocal.DuhamelSetup.mk.noConfusion	Poincare.D12.ParabolicLocal.DuhamelSetup
Poincare.D12.ParabolicLocal.DuhamelSetup.mk.noConfusion	Poincare.D12.ParabolicLocal.DuhamelSetup.mk
Poincare.D12.ParabolicLocal.DuhamelSetup.mk.noConfusion	Poincare.D12.ParabolicLocal.DuhamelSetup.noConfusion
Poincare.D12.ParabolicLocal.DuhamelSetup.mk.sizeOf_spec	Poincare.D12.ParabolicLocal.DuhamelSetup
Poincare.D12.ParabolicLocal.DuhamelSetup.mk.sizeOf_spec	Poincare.D12.ParabolicLocal.DuhamelSetup._sizeOf_inst
Poincare.D12.ParabolicLocal.DuhamelSetup.mk.sizeOf_spec	Poincare.D12.ParabolicLocal.DuhamelSetup.mk
Poincare.D12.ParabolicLocal.DuhamelSetup.noConfusion	Poincare.D12.ParabolicLocal.DuhamelSetup
Poincare.D12.ParabolicLocal.DuhamelSetup.noConfusion	Poincare.D12.ParabolicLocal.DuhamelSetup.casesOn
Poincare.D12.ParabolicLocal.DuhamelSetup.noConfusion	Poincare.D12.ParabolicLocal.DuhamelSetup.noConfusionType
Poincare.D12.ParabolicLocal.DuhamelSetup.noConfusionType	Poincare.D12.ParabolicLocal.DuhamelSetup
Poincare.D12.ParabolicLocal.DuhamelSetup.noConfusionType	Poincare.D12.ParabolicLocal.DuhamelSetup.casesOn
Poincare.D12.ParabolicLocal.DuhamelSetup.rec	Poincare.D12.ParabolicLocal.DuhamelSetup
Poincare.D12.ParabolicLocal.DuhamelSetup.rec	Poincare.D12.ParabolicLocal.DuhamelSetup.mk
Poincare.D12.ParabolicLocal.DuhamelSetup.recOn	Poincare.D12.ParabolicLocal.DuhamelSetup
Poincare.D12.ParabolicLocal.DuhamelSetup.recOn	Poincare.D12.ParabolicLocal.DuhamelSetup.mk
Poincare.D12.ParabolicLocal.DuhamelSetup.recOn	Poincare.D12.ParabolicLocal.DuhamelSetup.rec
Poincare.D12.ParabolicLocal.DuhamelSetup.smap_continuous	Poincare.D12.ParabolicLocal.DuhamelSetup
Poincare.D12.ParabolicLocal.DuhamelSetup.smap_continuous	Poincare.D12.ParabolicLocal.DuhamelSetup.S
Poincare.D12.ParabolicLocal.DuhamelSetup.smap_norm_le	Poincare.D12.ParabolicLocal.DuhamelSetup
Poincare.D12.ParabolicLocal.DuhamelSetup.smap_norm_le	Poincare.D12.ParabolicLocal.DuhamelSetup.M
Poincare.D12.ParabolicLocal.DuhamelSetup.smap_norm_le	Poincare.D12.ParabolicLocal.DuhamelSetup.S
Poincare.D12.ParabolicLocal.DuhamelSetup.solutionSpace_nonempty	Poincare.D12.ParabolicLocal.DuhamelSetup.SolutionSpace
Poincare.D12.ParabolicLocal.DuhamelSetup.u₀	Poincare.D12.ParabolicLocal.DuhamelSetup
Poincare.D12.ParabolicLocal.arctanBCF	Poincare.D12.ParabolicLocal.BCFn
Poincare.D12.ParabolicLocal.arctanBCF	Poincare.D12.ParabolicLocal.arctanBCF._proof_1
Poincare.D12.ParabolicLocal.arctanBCF	Poincare.D12.ParabolicLocal.arctanBCF._proof_2
Poincare.D12.ParabolicLocal.arctanBCF._proof_1	Poincare.D12.ParabolicLocal.BCFn
Poincare.D12.ParabolicLocal.arctanBCF._proof_2	Poincare.D12.ParabolicLocal.BCFn
Poincare.D12.ParabolicLocal.arctanBCF._proof_2	Poincare.D12.ParabolicLocal.abs_arctan_le_pi_div_two
Poincare.D12.ParabolicLocal.arctanF	Poincare.D12.ParabolicLocal.BUCf.mk
Poincare.D12.ParabolicLocal.arctanF	Poincare.D12.ParabolicLocal.BUCf.val
Poincare.D12.ParabolicLocal.arctanF	Poincare.D12.ParabolicLocal.BUCn
Poincare.D12.ParabolicLocal.arctanF	Poincare.D12.ParabolicLocal.arctanBCF
Poincare.D12.ParabolicLocal.arctanF	Poincare.D12.ParabolicLocal.arctanF._proof_1
Poincare.D12.ParabolicLocal.arctanF._proof_1	Poincare.D12.ParabolicLocal.BCFn
Poincare.D12.ParabolicLocal.arctanF._proof_1	Poincare.D12.ParabolicLocal.BUCf.uniformContinuous_val
Poincare.D12.ParabolicLocal.arctanF._proof_1	Poincare.D12.ParabolicLocal.BUCf.val
Poincare.D12.ParabolicLocal.arctanF._proof_1	Poincare.D12.ParabolicLocal.BUCn
Poincare.D12.ParabolicLocal.arctanF._proof_1	Poincare.D12.ParabolicLocal.lipschitzWith_arctan
Poincare.D12.ParabolicLocal.arctanF.eq_1	Poincare.D12.ParabolicLocal.BUCf.mk
Poincare.D12.ParabolicLocal.arctanF.eq_1	Poincare.D12.ParabolicLocal.BUCf.val
Poincare.D12.ParabolicLocal.arctanF.eq_1	Poincare.D12.ParabolicLocal.BUCn
Poincare.D12.ParabolicLocal.arctanF.eq_1	Poincare.D12.ParabolicLocal.arctanBCF
Poincare.D12.ParabolicLocal.arctanF.eq_1	Poincare.D12.ParabolicLocal.arctanF
Poincare.D12.ParabolicLocal.arctanF.eq_1	Poincare.D12.ParabolicLocal.arctanF._proof_1
Poincare.D12.ParabolicLocal.arctanF_lipschitz	Poincare.D12.ParabolicLocal.BCFn
Poincare.D12.ParabolicLocal.arctanF_lipschitz	Poincare.D12.ParabolicLocal.BUCf.dist_eq_dist_val
Poincare.D12.ParabolicLocal.arctanF_lipschitz	Poincare.D12.ParabolicLocal.BUCf.instNormedAddCommGroupBUCn
Poincare.D12.ParabolicLocal.arctanF_lipschitz	Poincare.D12.ParabolicLocal.BUCf.mk
Poincare.D12.ParabolicLocal.arctanF_lipschitz	Poincare.D12.ParabolicLocal.BUCf.val
Poincare.D12.ParabolicLocal.arctanF_lipschitz	Poincare.D12.ParabolicLocal.BUCn
Poincare.D12.ParabolicLocal.arctanF_lipschitz	Poincare.D12.ParabolicLocal.arctanBCF
Poincare.D12.ParabolicLocal.arctanF_lipschitz	Poincare.D12.ParabolicLocal.arctanBCF._proof_1
Poincare.D12.ParabolicLocal.arctanF_lipschitz	Poincare.D12.ParabolicLocal.arctanBCF._proof_2
Poincare.D12.ParabolicLocal.arctanF_lipschitz	Poincare.D12.ParabolicLocal.arctanF
Poincare.D12.ParabolicLocal.arctanF_lipschitz	Poincare.D12.ParabolicLocal.arctanF._proof_1
Poincare.D12.ParabolicLocal.arctanF_lipschitz	Poincare.D12.ParabolicLocal.lipschitzWith_arctan
Poincare.D12.ParabolicLocal.arctanF_not_additive	Poincare.D12.ParabolicLocal.BCFn
Poincare.D12.ParabolicLocal.arctanF_not_additive	Poincare.D12.ParabolicLocal.BUCf.instAddBUCn
Poincare.D12.ParabolicLocal.arctanF_not_additive	Poincare.D12.ParabolicLocal.BUCf.val
Poincare.D12.ParabolicLocal.arctanF_not_additive	Poincare.D12.ParabolicLocal.BUCn
Poincare.D12.ParabolicLocal.arctanF_not_additive	Poincare.D12.ParabolicLocal.arctanBCF
Poincare.D12.ParabolicLocal.arctanF_not_additive	Poincare.D12.ParabolicLocal.arctanF
Poincare.D12.ParabolicLocal.arctanF_not_additive	Poincare.D12.ParabolicLocal.bucConst
Poincare.D12.ParabolicLocal.arctanHeat_example	Poincare.D12.ParabolicLocal.BUCf.instNormedAddCommGroupBUCn
Poincare.D12.ParabolicLocal.arctanHeat_example	Poincare.D12.ParabolicLocal.BUCf.instNormedSpaceRealBUCn
Poincare.D12.ParabolicLocal.arctanHeat_example	Poincare.D12.ParabolicLocal.BUCn
Poincare.D12.ParabolicLocal.arctanHeat_example	Poincare.D12.ParabolicLocal.DuhamelSetup.SolutionSpace
Poincare.D12.ParabolicLocal.arctanHeat_example	Poincare.D12.ParabolicLocal.DuhamelSetup.duhamelMap
Poincare.D12.ParabolicLocal.arctanHeat_example	Poincare.D12.ParabolicLocal.arctanF
Poincare.D12.ParabolicLocal.arctanHeat_example	Poincare.D12.ParabolicLocal.arctanF_lipschitz
Poincare.D12.ParabolicLocal.arctanHeat_example	Poincare.D12.ParabolicLocal.bucConst
Poincare.D12.ParabolicLocal.arctanHeat_example	Poincare.D12.ParabolicLocal.existsUnique_arctanHeatMildSolution
Poincare.D12.ParabolicLocal.arctanHeat_example	Poincare.D12.ParabolicLocal.gaussianSetup
Poincare.D12.ParabolicLocal.bucConst	Poincare.D12.ParabolicLocal.BUCf.mk
Poincare.D12.ParabolicLocal.bucConst	Poincare.D12.ParabolicLocal.BUCn
Poincare.D12.ParabolicLocal.bucConst	Poincare.D12.ParabolicLocal.bucConst._proof_1
Poincare.D12.ParabolicLocal.bucConst.eq_1	Poincare.D12.ParabolicLocal.BUCf.mk
Poincare.D12.ParabolicLocal.bucConst.eq_1	Poincare.D12.ParabolicLocal.BUCn
Poincare.D12.ParabolicLocal.bucConst.eq_1	Poincare.D12.ParabolicLocal.bucConst
Poincare.D12.ParabolicLocal.bucConst.eq_1	Poincare.D12.ParabolicLocal.bucConst._proof_1
Poincare.D12.ParabolicLocal.bucHeatOperator	Poincare.D12.ParabolicLocal.BUCf.instAddCommGroupBUCn
Poincare.D12.ParabolicLocal.bucHeatOperator	Poincare.D12.ParabolicLocal.BUCf.instModuleRealBUCn
Poincare.D12.ParabolicLocal.bucHeatOperator	Poincare.D12.ParabolicLocal.BUCf.mk
Poincare.D12.ParabolicLocal.bucHeatOperator	Poincare.D12.ParabolicLocal.BUCf.val
Poincare.D12.ParabolicLocal.bucHeatOperator	Poincare.D12.ParabolicLocal.BUCn
Poincare.D12.ParabolicLocal.bucHeatOperator	Poincare.D12.ParabolicLocal.bucHeatOperator._proof_1
Poincare.D12.ParabolicLocal.bucHeatOperator	Poincare.D12.ParabolicLocal.bucHeatOperator._proof_3
Poincare.D12.ParabolicLocal.bucHeatOperator	Poincare.D12.ParabolicLocal.bucHeatOperator._proof_5
Poincare.D12.ParabolicLocal.bucHeatOperator	Poincare.D12.ParabolicLocal.heatConv
Poincare.D12.ParabolicLocal.bucHeatOperator._proof_1	Poincare.D12.ParabolicLocal.BCFn
Poincare.D12.ParabolicLocal.bucHeatOperator._proof_1	Poincare.D12.ParabolicLocal.BUCf.uniformContinuous_val
Poincare.D12.ParabolicLocal.bucHeatOperator._proof_1	Poincare.D12.ParabolicLocal.BUCf.val
Poincare.D12.ParabolicLocal.bucHeatOperator._proof_1	Poincare.D12.ParabolicLocal.BUCn
Poincare.D12.ParabolicLocal.bucHeatOperator._proof_1	Poincare.D12.ParabolicLocal.heatConv
Poincare.D12.ParabolicLocal.bucHeatOperator._proof_1	Poincare.D12.ParabolicLocal.heatConv_uniformContinuous
Poincare.D12.ParabolicLocal.bucHeatOperator._proof_2	Poincare.D12.ParabolicLocal.BCFn
Poincare.D12.ParabolicLocal.bucHeatOperator._proof_2	Poincare.D12.ParabolicLocal.BUCf.instAddCommGroupBUCn
Poincare.D12.ParabolicLocal.bucHeatOperator._proof_2	Poincare.D12.ParabolicLocal.BUCf.uniformContinuous_val
Poincare.D12.ParabolicLocal.bucHeatOperator._proof_2	Poincare.D12.ParabolicLocal.BUCf.val
Poincare.D12.ParabolicLocal.bucHeatOperator._proof_2	Poincare.D12.ParabolicLocal.BUCn
Poincare.D12.ParabolicLocal.bucHeatOperator._proof_2	Poincare.D12.ParabolicLocal.heatConv
Poincare.D12.ParabolicLocal.bucHeatOperator._proof_2	Poincare.D12.ParabolicLocal.heatConv_uniformContinuous
Poincare.D12.ParabolicLocal.bucHeatOperator._proof_3	Poincare.D12.ParabolicLocal.BCFn
Poincare.D12.ParabolicLocal.bucHeatOperator._proof_3	Poincare.D12.ParabolicLocal.BUCf.ext
Poincare.D12.ParabolicLocal.bucHeatOperator._proof_3	Poincare.D12.ParabolicLocal.BUCf.instAddCommGroupBUCn
Poincare.D12.ParabolicLocal.bucHeatOperator._proof_3	Poincare.D12.ParabolicLocal.BUCf.mk
Poincare.D12.ParabolicLocal.bucHeatOperator._proof_3	Poincare.D12.ParabolicLocal.BUCf.uniformContinuous_val
Poincare.D12.ParabolicLocal.bucHeatOperator._proof_3	Poincare.D12.ParabolicLocal.BUCf.val
Poincare.D12.ParabolicLocal.bucHeatOperator._proof_3	Poincare.D12.ParabolicLocal.BUCn
Poincare.D12.ParabolicLocal.bucHeatOperator._proof_3	Poincare.D12.ParabolicLocal.bucHeatOperator._proof_1
Poincare.D12.ParabolicLocal.bucHeatOperator._proof_3	Poincare.D12.ParabolicLocal.bucHeatOperator._proof_2
Poincare.D12.ParabolicLocal.bucHeatOperator._proof_3	Poincare.D12.ParabolicLocal.heatConv
Poincare.D12.ParabolicLocal.bucHeatOperator._proof_3	Poincare.D12.ParabolicLocal.heatConv_uniformContinuous
Poincare.D12.ParabolicLocal.bucHeatOperator._proof_3	Poincare.D12.ParabolicLocal.heatOperator
Poincare.D12.ParabolicLocal.bucHeatOperator._proof_4	Poincare.D12.ParabolicLocal.BCFn
Poincare.D12.ParabolicLocal.bucHeatOperator._proof_4	Poincare.D12.ParabolicLocal.BUCf.instAddCommGroupBUCn
Poincare.D12.ParabolicLocal.bucHeatOperator._proof_4	Poincare.D12.ParabolicLocal.BUCf.instModuleRealBUCn
Poincare.D12.ParabolicLocal.bucHeatOperator._proof_4	Poincare.D12.ParabolicLocal.BUCf.uniformContinuous_val
Poincare.D12.ParabolicLocal.bucHeatOperator._proof_4	Poincare.D12.ParabolicLocal.BUCf.val
Poincare.D12.ParabolicLocal.bucHeatOperator._proof_4	Poincare.D12.ParabolicLocal.BUCn
Poincare.D12.ParabolicLocal.bucHeatOperator._proof_4	Poincare.D12.ParabolicLocal.heatConv
Poincare.D12.ParabolicLocal.bucHeatOperator._proof_4	Poincare.D12.ParabolicLocal.heatConv_uniformContinuous
Poincare.D12.ParabolicLocal.bucHeatOperator._proof_5	Poincare.D12.ParabolicLocal.BCFn
Poincare.D12.ParabolicLocal.bucHeatOperator._proof_5	Poincare.D12.ParabolicLocal.BUCf.ext
Poincare.D12.ParabolicLocal.bucHeatOperator._proof_5	Poincare.D12.ParabolicLocal.BUCf.instAddCommGroupBUCn
Poincare.D12.ParabolicLocal.bucHeatOperator._proof_5	Poincare.D12.ParabolicLocal.BUCf.instModuleRealBUCn
Poincare.D12.ParabolicLocal.bucHeatOperator._proof_5	Poincare.D12.ParabolicLocal.BUCf.mk
Poincare.D12.ParabolicLocal.bucHeatOperator._proof_5	Poincare.D12.ParabolicLocal.BUCf.uniformContinuous_val
Poincare.D12.ParabolicLocal.bucHeatOperator._proof_5	Poincare.D12.ParabolicLocal.BUCf.val
Poincare.D12.ParabolicLocal.bucHeatOperator._proof_5	Poincare.D12.ParabolicLocal.BUCn
Poincare.D12.ParabolicLocal.bucHeatOperator._proof_5	Poincare.D12.ParabolicLocal.bucHeatOperator._proof_1
Poincare.D12.ParabolicLocal.bucHeatOperator._proof_5	Poincare.D12.ParabolicLocal.bucHeatOperator._proof_4
Poincare.D12.ParabolicLocal.bucHeatOperator._proof_5	Poincare.D12.ParabolicLocal.heatConv
Poincare.D12.ParabolicLocal.bucHeatOperator._proof_5	Poincare.D12.ParabolicLocal.heatConv_uniformContinuous
Poincare.D12.ParabolicLocal.bucHeatOperator._proof_5	Poincare.D12.ParabolicLocal.heatOperator
Poincare.D12.ParabolicLocal.bucHeatOperator.congr_simp	Poincare.D12.ParabolicLocal.BUCf.instAddCommGroupBUCn
Poincare.D12.ParabolicLocal.bucHeatOperator.congr_simp	Poincare.D12.ParabolicLocal.BUCf.instModuleRealBUCn
Poincare.D12.ParabolicLocal.bucHeatOperator.congr_simp	Poincare.D12.ParabolicLocal.BUCn
Poincare.D12.ParabolicLocal.bucHeatOperator.congr_simp	Poincare.D12.ParabolicLocal.bucHeatOperator
Poincare.D12.ParabolicLocal.bucHeatOperator.eq_1	Poincare.D12.ParabolicLocal.BUCf.instAddCommGroupBUCn
Poincare.D12.ParabolicLocal.bucHeatOperator.eq_1	Poincare.D12.ParabolicLocal.BUCf.instModuleRealBUCn
Poincare.D12.ParabolicLocal.bucHeatOperator.eq_1	Poincare.D12.ParabolicLocal.BUCf.mk
Poincare.D12.ParabolicLocal.bucHeatOperator.eq_1	Poincare.D12.ParabolicLocal.BUCf.val
Poincare.D12.ParabolicLocal.bucHeatOperator.eq_1	Poincare.D12.ParabolicLocal.BUCn
Poincare.D12.ParabolicLocal.bucHeatOperator.eq_1	Poincare.D12.ParabolicLocal.bucHeatOperator
Poincare.D12.ParabolicLocal.bucHeatOperator.eq_1	Poincare.D12.ParabolicLocal.bucHeatOperator._proof_1
Poincare.D12.ParabolicLocal.bucHeatOperator.eq_1	Poincare.D12.ParabolicLocal.bucHeatOperator._proof_3
Poincare.D12.ParabolicLocal.bucHeatOperator.eq_1	Poincare.D12.ParabolicLocal.bucHeatOperator._proof_5
Poincare.D12.ParabolicLocal.bucHeatOperator.eq_1	Poincare.D12.ParabolicLocal.heatConv
Poincare.D12.ParabolicLocal.continuous_heatConvPoint	Poincare.D10.HeatKernelEuclidean.continuous_gaussianKernel
Poincare.D12.ParabolicLocal.continuous_heatConvPoint	Poincare.D10.HeatKernelEuclidean.gaussianKernel
Poincare.D12.ParabolicLocal.continuous_heatConvPoint	Poincare.D10.HeatKernelEuclidean.gaussianKernel_nonneg
Poincare.D12.ParabolicLocal.continuous_heatConvPoint	Poincare.D12.ParabolicLocal.BCFn
Poincare.D12.ParabolicLocal.continuous_heatConvPoint	Poincare.D12.ParabolicLocal.gaussianKernel_integrable
Poincare.D12.ParabolicLocal.continuous_heatConvPoint	Poincare.D12.ParabolicLocal.heatConvPoint
Poincare.D12.ParabolicLocal.continuous_heatConvPoint	Poincare.D12.ParabolicLocal.heatConvPoint._proof_1
Poincare.D12.ParabolicLocal.continuous_heatConvPoint	Poincare.D12.ParabolicLocal.heatConvPoint._proof_2
